id,expected_shop_name,expected_barcode,expected_brand,expected_category,expected_old_description,proposed_official_name,barcode_aliases,official_source_url,independent_source_url,barcode_source_url,confidence,review_status,unresolved_notes,evidence_notes,prior_confidence,prior_evidence,approved_for_apply,reviewed_by,reviewed_at_utc,current_official_name,barcodes,flags,evidence
1462,Colourpop Hello Kitty Island Shine,851212,ColourPop,Makeup,"Official Product Name:
Colourpop Hello Kitty Island Shine",ColourPop x Hello Kitty Island Shine Pressed Powder Blush,151192,https://www.amazon.com/Colourpop-Island-Shine-Blush-Collection/dp/B097S3DRNN,https://www.temptalia.com/colourpop-x-hello-kitty-island-shine-blush-review-swatches/,,medium,probable,name confirmed by 2 independent sources; barcode did not corroborate (only junk barcodes on record),"https://www.amazon.com/Colourpop-Island-Shine-Blush-Collection/dp/B097S3DRNN (matched: ""Colourpop ""Island Shine"" Blush - Hello Kitty Tropical Escape Collection""; via name:Colourpop Hello Kitty Island Shine) | https://www.temptalia.com/colourpop-x-hello-kitty-island-shine-blush-review-swatches/ (matched: ""ColourPop x Hello Kitty Island Shine Blush Review & Swatches""; via name:Colourpop Hello Kitty Island Shine)",,,false,,,Colourpop Hello Kitty Island Shine,851212;151192,multi_barcode;junk_barcode,"https://www.amazon.com/Colourpop-Island-Shine-Blush-Collection/dp/B097S3DRNN (matched: ""Colourpop ""Island Shine"" Blush - Hello Kitty Tropical Escape Collection""; via name:Colourpop Hello Kitty Island Shine) | https://www.temptalia.com/colourpop-x-hello-kitty-island-shine-blush-review-swatches/ (matched: ""ColourPop x Hello Kitty Island Shine Blush Review & Swatches""; via name:Colourpop Hello Kitty Island Shine)"
1464,Colourpop LIL' Ray Of Sunshine,297161516625,ColourPop,Makeup,"Official Product Name:
Colourpop LIL' Ray Of Sunshine",ColourPop Lil Ray of Sunshine Eyeshadow Palette,,https://basicandbeyondbd.com/products/colourpop-eye-shadow-palette---lil-ray-of-sunshine-cp07,https://poshmark.com/listing/Colourpop-Lil-Ray-Of-Sunshine-Eyeshadow-Palette-5ff962ffce1e872a23a1d961,,medium,probable,name confirmed by 2 independent sources; barcode did not corroborate (only junk barcodes on record),"https://basicandbeyondbd.com/products/colourpop-eye-shadow-palette---lil-ray-of-sunshine-cp07 (matched: ""Colourpop Eye Shadow Palette - Lil Ray of Sunshine""; via name:Colourpop LIL' Ray Of Sunshine) | https://poshmark.com/listing/Colourpop-Lil-Ray-Of-Sunshine-Eyeshadow-Palette-5ff962ffce1e872a23a1d961 (matched: ""Colourpop Lil Ray Of Sunshine Eyeshadow Palette""; via name:Colourpop LIL' Ray Of Sunshine)",,,false,,,Colourpop LIL' Ray Of Sunshine,297161516625,junk_barcode,"https://basicandbeyondbd.com/products/colourpop-eye-shadow-palette---lil-ray-of-sunshine-cp07 (matched: ""Colourpop Eye Shadow Palette - Lil Ray of Sunshine""; via name:Colourpop LIL' Ray Of Sunshine) | https://poshmark.com/listing/Colourpop-Lil-Ray-Of-Sunshine-Eyeshadow-Palette-5ff962ffce1e872a23a1d961 (matched: ""Colourpop Lil Ray Of Sunshine Eyeshadow Palette""; via name:Colourpop LIL' Ray Of Sunshine)"
1522,Colourpop Pressed Blush Palatial,165125209512,ColourPop,Makeup,"Official Product Name:
Colourpop Pressed Blush Palatial",ColourPop Palatial Pressed Powder Blush,,https://www.temptalia.com/product/colourpop-pressed-powder-blush/palatial/,https://poshmark.com/listing/Colourpop-Pressed-Powder-Blush-Palatial-65ff08c1c793c4080ffc6790,,medium,probable,name confirmed by 2 independent sources; barcode did not corroborate (only junk barcodes on record),"https://www.temptalia.com/product/colourpop-pressed-powder-blush/palatial/ (matched: ""ColourPop Palatial Pressed Powder Blush Review & Swatches""; via name:Colourpop Pressed Blush Palatial) | https://poshmark.com/listing/Colourpop-Pressed-Powder-Blush-Palatial-65ff08c1c793c4080ffc6790 (matched: ""Colourpop Pressed Powder Blush Palatial""; via name:Colourpop Pressed Blush Palatial)",,,false,,,Colourpop Pressed Blush Palatial,165125209512,junk_barcode,"https://www.temptalia.com/product/colourpop-pressed-powder-blush/palatial/ (matched: ""ColourPop Palatial Pressed Powder Blush Review & Swatches""; via name:Colourpop Pressed Blush Palatial) | https://poshmark.com/listing/Colourpop-Pressed-Powder-Blush-Palatial-65ff08c1c793c4080ffc6790 (matched: ""Colourpop Pressed Powder Blush Palatial""; via name:Colourpop Pressed Blush Palatial)"
1528,Colourpop Shadow Stick High Noon,192250042784,ColourPop,Makeup,"Official Product Name:
Colourpop Shadow Stick High Noon","ColourPop Shadow Stix (line, shade not confirmed)",,https://www.ebay.com/itm/204817242769,https://www.amazon.com/ColourPop-Shadow-Stix-Long-Lasting-Built/dp/B0D326PG7C,,medium,probable,name sources agree on the product line but disagree on the exact variant; name confirmed by 2 independent sources; barcode did not corroborate (no matching web evidence for the barcode),"https://www.ebay.com/itm/204817242769 (matched: ""ColourPop Shadow Stix - High Noon - 0.048oz""; via name:Colourpop Shadow Stick High Noon) | https://www.amazon.com/ColourPop-Shadow-Stix-Long-Lasting-Built/dp/B0D326PG7C (matched: ""ColourPop Shadow Stix - Cream Eyeshadow Stick""; via name:Colourpop Shadow Stick High Noon)",,,false,,,Colourpop Shadow Stick High Noon,192250042784,variant_ambiguous,"https://www.ebay.com/itm/204817242769 (matched: ""ColourPop Shadow Stix - High Noon - 0.048oz""; via name:Colourpop Shadow Stick High Noon) | https://www.amazon.com/ColourPop-Shadow-Stix-Long-Lasting-Built/dp/B0D326PG7C (matched: ""ColourPop Shadow Stix - Cream Eyeshadow Stick""; via name:Colourpop Shadow Stick High Noon)"
3549,Laura Mercier Loose Setting Powder,194250053555,Laura Mercier,Makeup,"Official Product Name:
Laura Mercier Loose Setting Powder",Laura Mercier Translucent Loose Setting Powder,,https://www.lauramercier.com/products/translucent-loose-setting-powder,https://www.sephora.com/product/translucent-loose-setting-powder-P109908,https://socute.vn/products/phan-bong-laura-mercier,medium,probable,barcode 194250053555 corroborates the product line but points to a different variant/size; name is independently confirmed but the barcode disagreement holds confidence at medium,"https://www.lauramercier.com/products/translucent-loose-setting-powder (matched: ""Laura Mercier Translucent Loose Setting Powder | Finishing Powder""; via name:Laura Mercier Loose Setting Powder) | https://www.sephora.com/product/translucent-loose-setting-powder-P109908 (matched: ""Translucent Loose Setting Powder - Laura Mercier | Sephora""; via name:Laura Mercier Loose Setting Powder) | https://socute.vn/products/phan-bong-laura-mercier (matched: ""Laura Mercier The Guiding Star Loose Powder + Puff Set""; via barcode:194250053555)",,,false,,,Laura Mercier Loose Setting Powder,194250053555,name_barcode_conflict,"https://www.lauramercier.com/products/translucent-loose-setting-powder (matched: ""Laura Mercier Translucent Loose Setting Powder | Finishing Powder""; via name:Laura Mercier Loose Setting Powder) | https://www.sephora.com/product/translucent-loose-setting-powder-P109908 (matched: ""Translucent Loose Setting Powder - Laura Mercier | Sephora""; via name:Laura Mercier Loose Setting Powder) | https://socute.vn/products/phan-bong-laura-mercier (matched: ""Laura Mercier The Guiding Star Loose Powder + Puff Set""; via barcode:194250053555)"
6033,Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml,192333066928,Clinique,,"Official Product Name:
Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml",Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml,196333066926,https://www.clinique.com/product/1687/83690/skincare/moisturizers/moisture-surgetm-100h-auto-replenishing-hydrator,https://www.champs.com.py/catalogo/clinique-moisture-surge-100h-auto-replenishing-hydrator-30ml_variable170_192333066928,,medium,probable,name confirmed by 2 independent sources; barcode did not corroborate (no matching web evidence for the barcode),"https://www.clinique.com/product/1687/83690/skincare/moisturizers/moisture-surgetm-100h-auto-replenishing-hydrator (matched: ""Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml""; via name:Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml) | https://www.champs.com.py/catalogo/clinique-moisture-surge-100h-auto-replenishing-hydrator-30ml_variable170_192333066928 (matched: ""Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml""; via name:Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml)",,,false,,,Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml,192333066928;196333066926,multi_barcode,"https://www.clinique.com/product/1687/83690/skincare/moisturizers/moisture-surgetm-100h-auto-replenishing-hydrator (matched: ""Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml""; via name:Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml) | https://www.champs.com.py/catalogo/clinique-moisture-surge-100h-auto-replenishing-hydrator-30ml_variable170_192333066928 (matched: ""Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml""; via name:Clinique Moisture Surge 100H Auto Replenishing Hydrator 30ml)"
6041,YSL Rouge Pur Couture N157,3614273945325,YSL,,"Official Product Name:
YSL Rouge Pur Couture N157",YSL Rouge Pur Couture N157,,https://www.yslbeautyus.com/makeup/lip/lipstick/rouge-pur-couture-caring-satin-lipstick/WW-51083YSL.html,https://depaco.daimaru-matsuzakaya.jp/shop/g/g3614273945325/,,medium,probable,name confirmed by 2 independent sources; barcode did not corroborate (no matching web evidence for the barcode),"https://www.yslbeautyus.com/makeup/lip/lipstick/rouge-pur-couture-caring-satin-lipstick/WW-51083YSL.html (matched: ""YSL Rouge Pur Couture N157""; via name:YSL Rouge Pur Couture N157) | https://depaco.daimaru-matsuzakaya.jp/shop/g/g3614273945325/ (matched: ""YSL Rouge Pur Couture N157""; via name:YSL Rouge Pur Couture N157)",high,"yslbeauty.sa (N157 NU INATTENDU), Harvey Nichols & Sephora NZ (N157 Nu Inattendu)",false,,,YSL Rouge Pur Couture N157,3614273945325,,"https://www.yslbeautyus.com/makeup/lip/lipstick/rouge-pur-couture-caring-satin-lipstick/WW-51083YSL.html (matched: ""YSL Rouge Pur Couture N157""; via name:YSL Rouge Pur Couture N157) | https://depaco.daimaru-matsuzakaya.jp/shop/g/g3614273945325/ (matched: ""YSL Rouge Pur Couture N157""; via name:YSL Rouge Pur Couture N157)"
6044,YSL All Hours Foundation LN3,3614273714402,YSL,,"Official Product Name:
YSL All Hours Foundation LN3",YSL All Hours Foundation LN3,,https://www.yslbeautyus.com/makeup/face/foundation/all-hours-foundation/WW-51002YSL.html,https://www.iciparisxl.be/yves-saint-laurent/all-hours/fond-de-teint/p/BP_1183237?varSel=1183412,,medium,probable,name confirmed by 2 independent sources; barcode did not corroborate (no matching web evidence for the barcode),"https://www.yslbeautyus.com/makeup/face/foundation/all-hours-foundation/WW-51002YSL.html (matched: ""YSL All Hours Foundation LN3""; via name:YSL All Hours Foundation LN3) | https://www.iciparisxl.be/yves-saint-laurent/all-hours/fond-de-teint/p/BP_1183237?varSel=1183412 (matched: ""YSL All Hours Foundation LN3""; via name:YSL All Hours Foundation LN3)",high,"yslbeauty.com All Hours Foundation (code-only shade system, L/M/D + N/W/C + number)",false,,,YSL All Hours Foundation LN3,3614273714402,,"https://www.yslbeautyus.com/makeup/face/foundation/all-hours-foundation/WW-51002YSL.html (matched: ""YSL All Hours Foundation LN3""; via name:YSL All Hours Foundation LN3) | https://www.iciparisxl.be/yves-saint-laurent/all-hours/fond-de-teint/p/BP_1183237?varSel=1183412 (matched: ""YSL All Hours Foundation LN3""; via name:YSL All Hours Foundation LN3)"
6032,Clinique All About Eyes Rich 15ml,20714287047,Clinique,,"Official Product Name:
Clinique All About Eyes Rich 15ml",Clinique All About Eyes Rich 15ml,,https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/eye-cream/ALL-ABOUT-EYE-RICH-%D7%A7%D7%A8%D7%9D-%D7%A2%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%A2%D7%A9%D7%99%D7%A8/p/308667,,,low,hold,only one independent source confirms the name; a second is required for medium/high,"https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/eye-cream/ALL-ABOUT-EYE-RICH-%D7%A7%D7%A8%D7%9D-%D7%A2%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%A2%D7%A9%D7%99%D7%A8/p/308667 (matched: ""Clinique All About Eyes Rich 15ml""; via name:Clinique All About Eyes Rich 15ml)",,,false,,,Clinique All About Eyes Rich 15ml,20714287047,junk_barcode,"https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/eye-cream/ALL-ABOUT-EYE-RICH-%D7%A7%D7%A8%D7%9D-%D7%A2%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%A2%D7%A9%D7%99%D7%A8/p/308667 (matched: ""Clinique All About Eyes Rich 15ml""; via name:Clinique All About Eyes Rich 15ml)"
6034,Dior Hydra Life 2 In 1 Sorbet Water 175ml,3348901382434,Dior,,"Official Product Name:
Dior Hydra Life 2 In 1 Sorbet Water 175ml",Dior Hydra Life 2 In 1 Sorbet Water 175ml,,https://depaco.daimaru-matsuzakaya.jp/shop/g/g3348901382434/,,https://www.iciparisxl.be/fr/dior/dior-hydra-life/eau-fraiche-2-en-1-hydratation-reequilibrante/p/BP_948777,low,hold,"barcode changed since last verification (was 3388901382430, now 3348901382434); only one independent source confirms the name; a second is required for medium/high","https://depaco.daimaru-matsuzakaya.jp/shop/g/g3348901382434/ (matched: ""Dior Hydra Life 2 In 1 Sorbet Water 175ml""; via name:Dior Hydra Life 2 In 1 Sorbet Water 175ml) | https://www.iciparisxl.be/fr/dior/dior-hydra-life/eau-fraiche-2-en-1-hydratation-reequilibrante/p/BP_948777 (matched: ""Dior Hydra Life 2 In 1 Sorbet Water 175ml""; via barcode:3348901382434)",high,Dior Hydra Life skincare line (2-in-1 Sorbet Water),false,,,Dior Hydra Life 2 In 1 Sorbet Water 175ml,3348901382434,barcode_changed,"https://depaco.daimaru-matsuzakaya.jp/shop/g/g3348901382434/ (matched: ""Dior Hydra Life 2 In 1 Sorbet Water 175ml""; via name:Dior Hydra Life 2 In 1 Sorbet Water 175ml) | https://www.iciparisxl.be/fr/dior/dior-hydra-life/eau-fraiche-2-en-1-hydratation-reequilibrante/p/BP_948777 (matched: ""Dior Hydra Life 2 In 1 Sorbet Water 175ml""; via barcode:3348901382434)"
6035,Dior Huile Abricot Daily Nutritive Serum 7.5ml,3348901149990,Dior,,"Official Product Name:
Dior Huile Abricot Daily Nutritive Serum 7.5ml",Dior Huile Abricot Daily Nutritive Serum 7.5ml,,https://www.ibeautystore.com/products/1034357,,,low,hold,only one independent source confirms the name; a second is required for medium/high,"https://www.ibeautystore.com/products/1034357 (matched: ""Dior Huile Abricot Daily Nutritive Serum 7.5ml""; via name:Dior Huile Abricot Daily Nutritive Serum 7.5ml)",high,"Dior.com Huile Abricot: Nutritive Serum for Nails and Cuticles, 7.5ml/0.25oz",false,,,Dior Huile Abricot Daily Nutritive Serum 7.5ml,3348901149990,,"https://www.ibeautystore.com/products/1034357 (matched: ""Dior Huile Abricot Daily Nutritive Serum 7.5ml""; via name:Dior Huile Abricot Daily Nutritive Serum 7.5ml)"
6038,Clinique Moisture Surge Pop Triple Lip Balm 04,192333016404,Clinique,,"Official Product Name:
Clinique Moisture Surge Pop Triple Lip Balm 04",Clinique Moisture Surge Pop Triple Lip Balm 04,,https://medipielsa.vtexassets.com/assets/vtex.file-manager-graphql/images/7471daf1-190a-403d-97ee-0bf57059bee7___eb7042ec60bca0f5da91b51ff246c56e.pdf,,,low,hold,only one independent source confirms the name; a second is required for medium/high,"https://medipielsa.vtexassets.com/assets/vtex.file-manager-graphql/images/7471daf1-190a-403d-97ee-0bf57059bee7___eb7042ec60bca0f5da91b51ff246c56e.pdf (matched: ""Clinique Moisture Surge Pop Triple Lip Balm 04""; via name:Clinique Moisture Surge Pop Triple Lip Balm 04)",,,false,,,Clinique Moisture Surge Pop Triple Lip Balm 04,192333016404,,"https://medipielsa.vtexassets.com/assets/vtex.file-manager-graphql/images/7471daf1-190a-403d-97ee-0bf57059bee7___eb7042ec60bca0f5da91b51ff246c56e.pdf (matched: ""Clinique Moisture Surge Pop Triple Lip Balm 04""; via name:Clinique Moisture Surge Pop Triple Lip Balm 04)"
6039,Clinique Moisture Surge Pop Triple Lip Balm 05,192333016411,Clinique,,"Official Product Name:
Clinique Moisture Surge Pop Triple Lip Balm 05",Clinique Moisture Surge Pop Triple Lip Balm 05,,https://www.vendome.com.py/producto/moisture-surge-pop-triple-lip-balm-black-honey-192333016411,,,low,hold,only one independent source confirms the name; a second is required for medium/high,"https://www.vendome.com.py/producto/moisture-surge-pop-triple-lip-balm-black-honey-192333016411 (matched: ""Clinique Moisture Surge Pop Triple Lip Balm 05""; via name:Clinique Moisture Surge Pop Triple Lip Balm 05)",,,false,,,Clinique Moisture Surge Pop Triple Lip Balm 05,192333016411,,"https://www.vendome.com.py/producto/moisture-surge-pop-triple-lip-balm-black-honey-192333016411 (matched: ""Clinique Moisture Surge Pop Triple Lip Balm 05""; via name:Clinique Moisture Surge Pop Triple Lip Balm 05)"
6040,Clinique Moisture Surge Pop Triple Lip Balm 06,192333016428,Clinique,,"Official Product Name:
Clinique Moisture Surge Pop Triple Lip Balm 06",Clinique Moisture Surge Pop Triple Lip Balm 06,,https://medipielsa.vtexassets.com/assets/vtex.file-manager-graphql/images/4f8a51d2-ce65-465c-8e8e-e7facc753ab8___aea6405cc3d49a8c703223876c70cb50.pdf,,https://srv.upexi.com/static/pricelist/price-list.html,low,hold,only one independent source confirms the name; a second is required for medium/high,"https://medipielsa.vtexassets.com/assets/vtex.file-manager-graphql/images/4f8a51d2-ce65-465c-8e8e-e7facc753ab8___aea6405cc3d49a8c703223876c70cb50.pdf (matched: ""Clinique Moisture Surge Pop Triple Lip Balm 06""; via name:Clinique Moisture Surge Pop Triple Lip Balm 06) | https://srv.upexi.com/static/pricelist/price-list.html (matched: ""Clinique Moisture Surge Pop Triple Lip Balm 06""; via barcode:192333016428)",,,false,,,Clinique Moisture Surge Pop Triple Lip Balm 06,192333016428,,"https://medipielsa.vtexassets.com/assets/vtex.file-manager-graphql/images/4f8a51d2-ce65-465c-8e8e-e7facc753ab8___aea6405cc3d49a8c703223876c70cb50.pdf (matched: ""Clinique Moisture Surge Pop Triple Lip Balm 06""; via name:Clinique Moisture Surge Pop Triple Lip Balm 06) | https://srv.upexi.com/static/pricelist/price-list.html (matched: ""Clinique Moisture Surge Pop Triple Lip Balm 06""; via barcode:192333016428)"
6043,TheBalm Mad Lash Mascara Travel Size 4.5ml,681619814778,theBalm,,"Official Product Name:
TheBalm Mad Lash Mascara Travel Size 4.5ml",TheBalm Mad Lash Mascara Travel Size 4.5ml,,https://www.almawadagroup.com/app/en/node/1551,,,low,hold,only one independent source confirms the name; a second is required for medium/high,"https://www.almawadagroup.com/app/en/node/1551 (matched: ""TheBalm Mad Lash Mascara Travel Size 4.5ml""; via name:TheBalm Mad Lash Mascara Travel Size 4.5ml)",,,false,,,TheBalm Mad Lash Mascara Travel Size 4.5ml,681619814778,,"https://www.almawadagroup.com/app/en/node/1551 (matched: ""TheBalm Mad Lash Mascara Travel Size 4.5ml""; via name:TheBalm Mad Lash Mascara Travel Size 4.5ml)"
6042,YSL Tatouage Couture Matte Stain 35,3614272936690,YSL,,"Official Product Name:
YSL Tatouage Couture Matte Stain 35",YSL Tatouage Couture Matte Stain 35,,,,,low,hold,no independent source confirms the name,,medium,yslbeauty.ae official shade list maps shade 35 = Rouge Divergent (shade 01 = Rouge Tatouage),false,,,YSL Tatouage Couture Matte Stain 35,3614272936690,,
6066,Dior Addict Duo Lip Glow Set 004,,Dior,,"Official Product Name:
Dior Addict Duo Lip Glow Set 004",Dior Addict Duo Lip Glow Set 004,,,,,low,hold,no independent source confirms the name,,medium,Amazon/Strawberrynet: Dior Addict Duo Lip Glow Set; Lip Glow 004 Coral,false,,,Dior Addict Duo Lip Glow Set 004,,junk_barcode,
6075,Clarins Cleansing Milk 400ml,3380810034554,Clarins,,"Official Product Name:
Clarins Cleansing Milk 400ml",Clarins Cleansing Milk 400ml,,,,,low,hold,"barcode changed since last verification (was 3320810034550, now 3380810034554); no independent source confirms the name",,medium,"400ml Clarins Cleansing Milk is listed by faces.ae and Strawberrynet as 'Cleansing Milk with Alpine Herbs (Normal/Dry Skin)'; the reformulated retail name is 'Velvet Cleansing Milk' but that is 200ml, not 400ml.",false,,,Clarins Cleansing Milk 400ml,3380810034554,barcode_changed,
6093,Calvin Klein CK One EDP 10ml,,Calvin Klein,,"Official Product Name:
Calvin Klein CK One EDP 10ml",Calvin Klein CK One EDP 10ml,,,,,low,hold,no independent source confirms the name,,,,false,,,Calvin Klein CK One EDP 10ml,,junk_barcode,
342,Bobbi Brown Skin Fluid N-012,07161702412,Bobbi Brown,Makeup,"Official Product Name:
Bobbi Brown Skin Fluid N-012",Bobbi Brown Skin Fluid N-012,,,,,low,hold,"barcode changed since last verification (was 716170241333, now 07161702412); no independent source confirms the name",,,,false,,,Bobbi Brown Skin Fluid N-012,07161702412,junk_barcode;barcode_changed,
